Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
41.32823510207608,-81.03953628682207,0,0,0.0,302,991,17,61,Forest,73,-23.48
41.328201897611414,-81.03945657476719,8,25,0.004734838513623722,300,984,19,83,Forest,85,-24.6
41.32816807271233,-81.03937749318628,15,50,0.009462160505456256,299,981,21,68,Forest,64,-7.14
41.32811910404733,-81.03931379988146,23,75,0.014196999354724444,299,981,24,28,Forest,64,15.89
41.32806755819526,-81.03925423881915,30,100,0.018917588139906058,300,984,26,21,Forest,64,25.93
41.32801134323372,-81.03920230655895,38,125,0.023650075586281422,301,988,30,48,Forest,64,19.22
41.32794947352207,-81.03916330539752,46,150,0.028384914884860057,302,991,25,57,Forest,82,4.27
41.327888173061666,-81.03912275360862,53,175,0.03311947610957596,302,991,27,67,Forest,82,-4.27
41.32782705882796,-81.03908169455144,61,200,0.0378543153177325,302,991,23,66,Rock,83,0.8
41.32776498187842,-81.03904336999166,69,225,0.042587228157738945,303,994,26,92,Rock,83,2.13
41.32770219147913,-81.03900707190836,76,250,0.04732206737898855,303,994,22,122,Forest,92,7.76
41.327637858202706,-81.03897652272099,84,275,0.05204649949514758,303,994,32,74,Forest,92,9.42
41.32757201456729,-81.03895160124905,91,300,0.05678133823744797,304,997,25,56,Forest,92,4.75
41.32750617093435,-81.03892667977806,99,325,0.061516177159093154,304,997,24,71,Forest,92,8.94
41.3274403273039,-81.038901758308,107,350,0.0662510162596102,305,1001,28,95,Forest,88,5.93
41.32737448367594,-81.03887683683888,114,375,0.0709858555385262,305,1001,23,83,Forest,88,-6.19
41.3273090106328,-81.0388503464585,122,400,0.07571908948667452,305,1001,22,67,Forest,88,-10.91
41.327245356088476,-81.03881823271956,129,425,0.08042750539627651,304,997,32,73,Forest,88,-15.49
41.32719461944558,-81.03875704339974,137,450,0.08516234394134828,303,994,22,128,Rock,89,-15.67
41.327143882811576,-81.03869585409066,145,475,0.0898971833171358,303,994,24,54,Rock,89,11.72
41.327075972975095,-81.03869655785775,152,499,0.09459468915286576,304,997,25,62,Rock,89,22.95
41.32700754833332,-81.03869911700751,160,524,0.09932952855296602,305,1001,17,61,Rock,89,14.22
41.3269428851484,-81.03867188412013,167,549,0.10402067975103288,305,1001,11,56,Rock,89,8.05
41.32687885098908,-81.03863966916111,175,574,0.10875551879316178,306,1004,7,57,Forest,90,2.74
41.326814816833696,-81.03860745420407,183,599,0.113490358125985,306,1004,10,70,Forest,90,-2.18
41.32674756956433,-81.03859417439602,190,624,0.1181927614267993,306,1004,16,75,Forest,90,-1.96
41.32667935498861,-81.03858659499872,198,649,0.12292760081155196,306,1004,19,75,Forest,85,-2.01
41.32661269342925,-81.03857325547315,205,674,0.12759039243520912,306,1004,20,71,Forest,85,-1.41
41.32655643633502,-81.03852132584771,213,699,0.1323252310725034,306,1004,22,114,Forest,85,5.74
41.326500179248676,-81.03846939622954,221,724,0.1370600703729427,306,1004,16,118,Forest,85,-0.59
41.32643702438274,-81.03843526054514,228,749,0.14177467669083396,306,1004,18,240,Forest,85,2.98
41.32637265064808,-81.03840426913368,236,774,0.14650951589601982,306,1004,12,140,Forest,86,0.37
41.326309327250584,-81.03837010083367,243,799,0.15123556307899494,306,1004,7,108,Forest,86,-5.87
41.326246858727465,-81.03833803575307,251,823,0.15586645298661878,306,1004,10,96,Forest,86,-1.22
41.32617841408661,-81.03833933778986,258,848,0.16060129238588716,305,1001,12,67,Forest,86,-13.56
41.326109968225936,-81.03834041240559,266,873,0.16533606214654684,303,994,25,136,Rock,86,-55.0
41.326047183897145,-81.03831790542093,273,897,0.1698335056818523,299,981,40,157,Rock,86,-67.38
41.32599562585291,-81.03825818529785,281,922,0.17456021441325087,296,971,26,204,Rock,86,-34.27
41.32594491474133,-81.03819701543715,289,947,0.17929310639862892,295,968,15,320,Forest,86,5.65
41.32588341555649,-81.03816058981519,296,971,0.18394886391452794,294,965,24,232,Forest,85,-15.81
41.32581808734421,-81.03813336972675,304,996,0.1886837032880813,293,961,33,136,Forest,85,-9.01
41.32583187649154,-81.03805563501294,310,1018,0.192832738529054,293,961,30,155,Forest,81,10.01
41.32587524630985,-81.03798592839507,318,1043,0.19753490568821158,293,961,26,142,Forest,81,4.47
41.32591987521003,-81.03792017423619,325,1067,0.20213879775290655,293,961,15,158,Rock,85,4.47
