Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
40.295734656462734,-79.72816409496764,0,0,0.0,311,1020,2,251,asphalt,24,3.19
40.29579837209534,-79.72819689740214,8,25,0.004734841701467797,311,1020,4,229,asphalt,24,-0.8
40.29586208773196,-79.72822969983869,15,50,0.009469683104439637,311,1020,5,225,asphalt,24,4.31
40.29592580337258,-79.72826250227732,23,75,0.014204524208548201,311,1020,5,222,asphalt,24,1.71
40.295989519017226,-79.728295304718,30,100,0.018939365014891497,312,1024,9,238,asphalt,24,1.47
40.296053234665884,-79.72832810716076,38,125,0.023674205523285665,312,1024,6,250,asphalt,0,-2.8
40.29611695031855,-79.72836090960558,46,150,0.028409045732998784,311,1020,8,252,asphalt,0,-5.27
40.296180665975236,-79.72839371205248,53,175,0.033143885645219445,311,1020,8,255,asphalt,27,1.57
40.29624438163593,-79.72842651450142,61,200,0.03787872525848422,311,1020,2,288,asphalt,27,-0.88
40.29630796358807,-79.72845975166209,69,225,0.042613402367228756,311,1020,4,278,asphalt,27,-3.84
40.29637120848848,-79.72849408460802,76,250,0.04734824314548922,311,1020,3,291,asphalt,27,-3.7
40.29643445339322,-79.7285284175563,84,275,0.05208308359934403,311,1020,2,286,asphalt,51,-1.47
40.29649769830229,-79.72856275050694,91,300,0.05681792372896001,311,1020,3,268,asphalt,51,-0.13
40.296560943215695,-79.72859708345993,99,325,0.061552763534623516,310,1017,0,118,asphalt,51,0.2
40.29662418813342,-79.72863141641528,107,350,0.06628760301542588,310,1017,1,213,asphalt,51,0.3
40.29668365899013,-79.72867541229199,114,375,0.07101088730111033,311,1020,1,231,asphalt,46,2.44
40.29674187176279,-79.72872262931871,122,400,0.075745734441094,311,1020,2,225,asphalt,46,2.07
40.29680008454239,-79.72876984635104,130,425,0.08048058101616475,311,1020,2,220,asphalt,46,1.77
40.29685829732894,-79.72881706338902,137,450,0.08521542702752832,311,1020,4,228,asphalt,46,-2.38
40.29691651012242,-79.72886428043262,145,475,0.0899502724739533,311,1020,3,219,asphalt,46,0.72
40.29697472292285,-79.72891149748185,152,500,0.09468511735585664,311,1020,3,231,asphalt,58,3.42
40.297032935730215,-79.72895871453672,160,525,0.09941996167363167,311,1020,4,221,asphalt,58,-2.28
40.29709114854452,-79.72900593159721,168,550,0.10415480542646495,311,1020,5,223,asphalt,24,-0.3
40.29714936136576,-79.72905314866333,175,575,0.10888964861437897,311,1020,6,227,asphalt,24,2.09
40.29720757419395,-79.72910036573509,183,600,0.11362449123855597,311,1020,6,226,asphalt,54,2.4
40.297265787029076,-79.72914758281247,190,625,0.11835933329781162,311,1020,7,226,asphalt,54,3.09
40.297323999871146,-79.72919479989548,198,650,0.12309417479253928,311,1020,3,222,asphalt,54,1.1
40.29738221272015,-79.72924201698412,206,675,0.12782901572231992,311,1020,4,218,asphalt,54,0.16
40.2974404255761,-79.72928923407838,213,700,0.13256385608757046,312,1024,2,206,asphalt,54,-0.15
40.29749863843899,-79.72933645117828,221,725,0.1372986958886843,312,1024,4,216,asphalt,40,-0.3
40.297550863848855,-79.7293917276977,228,749,0.14194132130737958,312,1024,2,159,asphalt,40,-0.23
40.29756516369423,-79.72947352675189,236,773,0.14636863016872348,312,1024,1,181,asphalt,40,-0.12
40.29754106286831,-79.72955484432228,243,797,0.15097115339468908,312,1024,1,183,asphalt,40,-0.04
40.297501339383494,-79.72962793553435,251,822,0.1557059883482851,311,1020,1,175,asphalt,40,-0.75
