Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
40.34720228057387,-79.55502874225337,0,0,0.0,363,1191,7,215,Grass,0,11.98
40.34713881931618,-79.55506240717476,8,25,0.004734839394413579,364,1194,9,232,Grass,0,11.29
40.347086601284616,-79.55511968377908,15,50,0.009442644041594438,365,1198,8,293,Grass,0,9.56
40.34704127331391,-79.55518694342477,23,75,0.014175813430617303,365,1198,8,161,Grass,0,8.52
40.34699835477699,-79.55525687315819,30,100,0.018909058796502193,366,1201,9,1,Grass,0,8.65
40.34696075601944,-79.55533183043984,38,125,0.023639664377640528,367,1204,10,106,Grass,0,18.57
40.346899777895736,-79.55537160038043,46,150,0.028349891937661863,368,1207,11,270,Grass,26,16.38
40.34683674322946,-79.55540659794822,53,175,0.03308432396742182,370,1214,13,357,Grass,26,19.16
40.34679102603414,-79.55546671203135,60,198,0.037561273101471324,371,1217,14,355,Grass,26,15.9
40.34675603533631,-79.55554389914545,68,223,0.042295802321026504,372,1220,15,155,Grass,26,4.36
40.34676052034337,-79.55562579883501,75,246,0.04662449607314171,372,1220,15,276,Grass,20,14.12
40.34670708553849,-79.55567617069163,82,270,0.05117563913391322,374,1227,15,355,Forest,20,23.68
40.34664025907291,-79.55568052627358,90,295,0.0558037648428681,376,1234,16,351,Forest,57,35.34
40.34657338889967,-79.55566134168491,97,320,0.060538493035969636,378,1240,20,346,Forest,57,41.85
40.34651018861999,-79.55563083885261,105,344,0.06519646458202048,381,1250,21,345,Forest,57,28.65
40.346488737656344,-79.5555549097482,112,367,0.06946544320529763,383,1257,21,345,Forest,26,26.44
40.34643971930401,-79.55559507216572,118,388,0.07346284640813482,385,1263,20,344,Forest,26,26.59
40.34638239842801,-79.55555315341009,126,412,0.07800202185343601,387,1270,15,348,Forest,78,34.09
40.346315457145664,-79.55553644333241,133,437,0.08271544234151215,389,1276,15,349,Forest,78,29.81
40.34625193512394,-79.55550394796342,141,462,0.08743144239140199,392,1286,18,350,Forest,78,34.53
40.34619800841645,-79.55546237325987,148,484,0.09175783632543727,394,1293,19,352,Forest,78,31.87
40.3461362635485,-79.55545653164424,155,507,0.09603985383733882,396,1299,19,350,Forest,83,34.21
40.34606879684522,-79.55544401040902,162,532,0.10075301914009395,399,1309,20,349,Forest,83,36.07
40.34601881029734,-79.5554000721528,169,554,0.10491480475932059,400,1312,17,354,Forest,83,10.8
40.346016420347176,-79.55531031290087,176,579,0.10964964408659429,401,1316,15,172,Forest,83,1.1
40.34601064356979,-79.55524395617199,182,598,0.11317060350134096,402,1319,14,208,Forest,84,3.03
40.34598334408765,-79.55532631844459,190,623,0.11790544279738976,402,1319,12,108,Forest,83,9.04
40.34595422925579,-79.55540759708269,197,648,0.1226399844252968,403,1322,12,173,Forest,83,10.18
40.3459157636183,-79.55548174608258,205,673,0.12736858353580238,404,1325,12,16,Forest,83,12.78
40.34588218316955,-79.55555961783261,213,697,0.13208542107008597,405,1329,12,128,Forest,84,10.23
40.3458620375507,-79.5556454539422,220,722,0.1368202600125232,405,1329,13,333,Forest,84,1.71
40.34583718872937,-79.55572847067653,228,747,0.14152218894828927,406,1332,14,337,Forest,84,7.31
40.345800921994886,-79.55580464287131,235,772,0.14625702818367392,406,1332,15,342,Forest,84,8.57
40.34575581129492,-79.55587184520485,243,797,0.15097803854332925,407,1335,14,343,Forest,84,6.74
40.34571959762633,-79.55594704000845,251,822,0.15566729914602992,407,1335,15,339,Forest,84,0.08
40.34569728691356,-79.55602985749785,258,846,0.1602980324745921,407,1335,16,340,Forest,87,-2.22
40.3456787632899,-79.55611315918613,265,871,0.16487267439195505,407,1335,18,340,Forest,87,5.24
40.34563987766001,-79.5561866188952,273,895,0.1695878027343832,407,1335,18,330,Forest,87,2.49
40.34559151962406,-79.55625005564664,281,920,0.17431781659651868,408,1339,16,333,Forest,85,10.53
40.34555455647553,-79.55632561042184,288,945,0.1790509410517658,409,1342,15,335,Forest,85,9.28
40.34551315282812,-79.55639555336745,296,970,0.18371979223302248,409,1342,15,336,Forest,85,12.1
40.34545995884705,-79.55645153751419,303,995,0.18843670270507087,410,1345,13,338,Forest,85,8.45
40.34539965191408,-79.55649402704084,311,1020,0.19317154201496445,411,1348,10,337,Forest,85,10.86
40.345354017157874,-79.55655273851461,318,1043,0.19759243104832433,412,1352,10,334,Forest,86,13.88
40.34528682019638,-79.55655456459668,325,1068,0.20224148149225343,412,1352,8,330,Forest,86,9.55
40.3452278462664,-79.55659286664832,333,1092,0.2067931524505348,413,1355,8,330,Forest,86,7.92
40.34518789908922,-79.556665370371,340,1117,0.21150963558702024,414,1358,7,327,Forest,82,3.28
40.34514098676727,-79.55673077440298,348,1142,0.2162444680747574,414,1358,7,322,Forest,82,-0.2
40.34509378093786,-79.55679580114776,356,1167,0.22097881677161368,414,1358,6,316,Forest,80,-2.99
40.34505281901,-79.55686775843449,363,1192,0.22571365607390445,414,1358,6,307,Forest,80,-3.32
40.34500975522036,-79.55693710376285,371,1217,0.23042936947210912,413,1355,5,283,Forest,80,-9.42
40.34497867523659,-79.55701707876014,378,1242,0.23516203632431548,413,1355,6,271,Forest,81,-12.44
40.344945486594824,-79.55709540432679,386,1267,0.2398865329112272,412,1352,8,268,Forest,81,-11.43
40.34489541200601,-79.55715122189002,393,1291,0.24443145858289578,411,1348,8,262,Forest,81,-11.74
40.34485859786939,-79.55722250441552,401,1315,0.24897091472396965,410,1345,8,267,Forest,81,-11.7
40.34481961259759,-79.55729497353931,408,1339,0.2536472552820857,409,1342,9,271,Forest,84,-11.24
40.344779339529175,-79.55736705225931,416,1364,0.2583589100078766,408,1339,10,274,Forest,83,-11.17
40.34473964891058,-79.55743865179494,423,1389,0.2630264056033077,408,1339,11,271,Forest,83,-12.36
40.34468269406783,-79.55748798816867,431,1414,0.26774716186707576,407,1335,11,265,Forest,83,-14.72
40.34462696295081,-79.55753800269746,438,1438,0.2724176043043208,405,1329,10,262,Forest,83,-19.09
40.344581936750046,-79.55760555771612,446,1463,0.27714878038767266,404,1325,10,268,Forest,83,-17.29
40.34454951988396,-79.55768460450912,454,1488,0.28188103884528515,403,1322,12,276,Forest,83,-17.83
40.34450750979468,-79.55775489350222,461,1513,0.2865901236461882,402,1319,14,283,Forest,83,-16.25
40.344460441107984,-79.55781955897977,469,1538,0.2913041660964238,401,1316,16,286,Forest,83,-4.61
40.34439891077941,-79.55785188694838,476,1562,0.2958888126885134,401,1316,16,283,Forest,83,6.69
40.344333499463396,-79.5578329041349,484,1587,0.30052270835311923,401,1316,12,273,Forest,83,6.99
40.34426684164232,-79.55781394821074,491,1612,0.30524052722149725,401,1316,10,255,Forest,85,3.68
40.3442013611824,-79.5577885853312,499,1637,0.30996309600931604,401,1316,9,231,Forest,85,-3.0
40.34413934446483,-79.55775056883385,506,1662,0.3146979352984559,401,1316,11,207,Forest,85,-9.12
40.34407586171561,-79.55771712052959,514,1687,0.3194299155749471,400,1312,12,193,Forest,85,-20.03
40.34401528336451,-79.55767551163822,522,1712,0.3241596145411643,398,1306,12,184,Forest,81,-24.41
40.34396147053115,-79.55762469371487,529,1736,0.32874577966716995,397,1302,12,180,Forest,85,-15.63
40.34391901275838,-79.55755428744811,537,1761,0.33347890828809484,396,1299,13,178,Forest,85,-9.93
40.34388812125772,-79.55747510492125,544,1786,0.33816849951958516,395,1296,13,175,Forest,85,-12.07
40.3438626579682,-79.55739173941848,552,1811,0.34290331291391474,394,1293,12,173,Forest,85,-13.03
40.34384104789473,-79.55730656272517,559,1836,0.34763607861233026,393,1289,11,169,Forest,85,-10.19
40.34382581163133,-79.55721908366895,567,1861,0.3523668579583803,393,1289,10,172,Forest,85,-3.45
40.343822134110155,-79.55712970062358,575,1885,0.35708599159685833,392,1286,9,168,Forest,85,-0.59
40.34382205410313,-79.55704044086613,582,1910,0.36179176804895385,392,1286,9,169,Forest,85,-6.27
40.34379663070702,-79.5569604899912,590,1934,0.3663589127583364,391,1283,11,166,Forest,86,-15.32
40.3437433151401,-79.55690976465615,597,1958,0.37091434306776006,390,1280,12,165,Forest,87,-20.24
40.34367546965526,-79.55690171672735,605,1983,0.3756263963499342,389,1276,12,169,Forest,87,-23.86
40.34360932549653,-79.55692355875559,612,2008,0.38034431123185225,387,1270,13,169,Forest,87,-25.89
40.34354527196331,-79.55695522710553,620,2033,0.38507905883219423,385,1263,13,172,Forest,87,-21.36
40.34348092407442,-79.55698585605829,627,2058,0.38981389822924467,384,1260,13,178,Forest,82,-20.48
40.3434207829691,-79.5570283712262,635,2083,0.3945393072744968,382,1253,13,179,Forest,82,-18.03
40.34338096112296,-79.55709630826227,642,2107,0.3990576672101251,381,1250,11,178,Forest,82,-7.86
40.34337075444677,-79.55718439720647,650,2132,0.4037551032337337,381,1250,12,178,Forest,82,-1.19
40.343368920097824,-79.55727416798872,657,2157,0.40848954991808845,380,1247,13,184,Forest,82,2.03
40.34337030719676,-79.55736391298878,665,2182,0.4132219095719229,380,1247,15,198,Forest,74,-3.49
40.34338154073906,-79.5574518042527,673,2207,0.41792026598149806,380,1247,14,205,Forest,74,-5.68
40.34339823988489,-79.55753825412621,680,2231,0.42262202586060577,379,1243,17,219,Forest,74,-14.95
40.34340188370807,-79.55762768828657,688,2256,0.427343754953959,378,1240,18,228,Forest,74,-22.29
40.34341827703949,-79.55771293990642,695,2281,0.43197908314077776,376,1234,22,235,Forest,56,-24.06
40.34339120993011,-79.55779265640899,703,2305,0.4365799333561822,375,1230,15,255,Forest,56,-26.59
40.34340837869476,-79.55787959612476,710,2330,0.44131477289896626,373,1224,14,255,Forest,56,-18.65
40.34343565570849,-79.55796155690228,718,2355,0.4460297387446507,372,1220,8,235,Forest,56,-11.37
40.3434563697174,-79.5580468737548,725,2380,0.4507503611928506,371,1217,8,215,Forest,46,2.48
