Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
41.328561336852815,-81.03933512114595,0,0,0.0,294,965,12,49,Forest,45,6.42
41.32849980980638,-81.03929516997351,8,25,0.004734838128714119,295,968,11,43,Forest,45,6.42
41.32843828276553,-81.0392552188047,15,50,0.009469676686585339,295,968,10,42,Forest,58,4.59
41.32837675573026,-81.03921526763952,23,75,0.014204515673731287,295,968,14,48,Forest,58,0.99
41.32831522414107,-81.03917532899446,30,100,0.018939353681744386,295,968,15,73,Forest,58,-1.54
41.328253579918695,-81.03913569954541,38,125,0.023674192719136927,295,968,13,101,Forest,58,-10.45
41.3281913158863,-81.03909826058539,46,150,0.0283997277535953,295,968,12,42,Forest,55,9.0
41.32812622846068,-81.03907197282574,53,175,0.03310437621922453,295,968,15,48,Forest,55,-1.11
41.32807979908608,-81.03900499218724,61,200,0.037839214199841105,295,968,14,65,Forest,55,-6.45
41.328033369720416,-81.03893801156164,69,225,0.04257405309125555,294,965,12,60,Forest,55,-8.54
41.32798020972654,-81.03888314313795,76,249,0.047226344873913945,294,965,12,63,Forest,55,-0.04
41.32791477101897,-81.03886373500715,83,274,0.05186368347673276,294,965,10,69,Forest,83,2.83
41.32784654561178,-81.03885881085026,91,299,0.056589801629734864,294,965,11,70,Forest,83,4.73
41.32778114181701,-81.03883191373117,99,324,0.06132464081594395,295,968,15,56,Forest,83,4.65
41.32771573802511,-81.03880501661328,106,349,0.06605948020843672,295,968,14,56,Forest,83,3.33
41.327656624878344,-81.03875922970633,114,374,0.0707897505077155,295,968,15,74,Forest,82,-2.86
41.32759774780534,-81.03871273393301,122,399,0.07552458905130922,295,968,15,64,Forest,82,-3.88
41.32753887073926,-81.03866623816515,129,424,0.080259428151787,295,968,14,68,Forest,82,-3.2
41.32747999668823,-81.03861973566879,137,449,0.08499426727497833,294,965,8,73,Forest,82,-5.7
41.3274211120275,-81.0385732629859,144,474,0.08972894898147024,294,965,11,65,Forest,89,1.72
41.327357817549256,-81.03853855228179,152,499,0.09446378835524116,294,965,13,61,Forest,89,3.74
41.32729369903676,-81.03850664817725,160,524,0.09919840642209256,295,968,17,64,Forest,89,4.33
41.32722951020071,-81.03847498360173,167,549,0.10393324554964095,295,968,19,63,Forest,89,6.03
41.32716524786516,-81.03844364094488,175,574,0.10866707606943249,296,971,15,47,Forest,89,18.04
41.327098686839314,-81.03842236568387,183,599,0.11340191539286515,296,971,17,161,Forest,89,6.19
41.32703624973355,-81.03838862476019,190,623,0.11806280082076145,296,971,14,118,Forest,89,-10.24
41.326982289913786,-81.03833271879667,198,648,0.12279187090672367,296,971,18,77,Forest,89,-17.19
41.326927128696674,-81.0382794695989,205,673,0.12750450246180486,295,968,16,82,Forest,89,-12.04
41.3268668590216,-81.03823625404665,213,698,0.13223934166884993,294,965,15,60,Forest,89,-2.82
41.326803836809226,-81.03820144587499,220,723,0.13695871577600643,294,965,13,66,Forest,89,0.51
41.326739602320266,-81.03817004613055,228,748,0.1416917623919196,294,965,13,95,Forest,89,0.1
41.32667613667785,-81.03813589453486,236,773,0.1464266010824829,294,965,11,83,Forest,85,-5.13
41.32661267103976,-81.0381017429415,243,798,0.15116144009711,294,965,12,67,Forest,85,5.2
41.326549205406025,-81.03806759135048,251,823,0.15589627943488912,294,965,21,60,Forest,90,2.29
41.32648606713927,-81.03803238460897,259,848,0.16063103103216445,294,965,14,50,Forest,90,5.46
41.32642453683358,-81.03799288056803,266,873,0.16535596767595503,294,965,17,60,Forest,90,-3.89
41.326366726317794,-81.03794476210848,274,898,0.17007165558718218,294,965,15,81,Forest,84,-11.35
41.326322937763216,-81.03787470042113,281,923,0.17480649492419814,293,961,16,77,Forest,84,-9.8
41.32625984739281,-81.03785761445539,288,946,0.1792598278338548,293,961,15,86,Forest,84,9.78
